Disease_Trait	MeshId	MeshTerm
cannabis dependence symptom count	D002189	Marijuana Abuse
cannabis-related aggression	D000374	Aggression
cannabis use (age at onset)	D002189	Marijuana Abuse
cannabis use	D002189	Marijuana Abuse
cannabis use disorder	D002189	Marijuana Abuse
cannabis use disorder vs schizophrenia	D012559	Schizophrenia
cannabis use (initiation)	D002189	Marijuana Abuse
capecitabine-induced hand-foot syndrome in breast or colorectal cancer	D060831	Hand-Foot Syndrome
capecitabine sensitivity	D006967	Hypersensitivity
carbamazepine-induced hyponatremia in epilepsy	D004827	Epilepsy
carbamazepine-induced liver injury	D056486	Chemical and Drug Induced Liver Injury
carbamazepine-induced maculopapular exanthema	D003875	Drug Eruptions
carbamazepine-induced reaction with eosinophilia and systemic symptoms	D063926	Drug Hypersensitivity Syndrome
carbamazepine-induced serious cutaneous adverse reaction	D004305	Dose-Response Relationship, Drug
carbamazepine-induced stevens-johnson syndrome or toxic epidermal necrolysis (sjs/ten)	D013262	Stevens-Johnson Syndrome
carbamazepine metabolism (carbamazepine-10,11-diol to carbamazepine ratio) in epilepsy	D004827	Epilepsy
carbamazepine- or oxcarbazepine-induced hyponatremia in epilepsy	D004827	Epilepsy
carbonic anhydrase 13 levels	D042643	Vascular Endothelial Growth Factor D
carbonic anhydrase 5a,mitochondrial levels	D042643	Vascular Endothelial Growth Factor D
carboplatin disposition in epthelial ovarian cancer	D010599	Pharmacokinetics
carboxyethyl-gaba levels	D015415	Biomarkers
carboxypeptidase a1 levels	D043422	Carboxypeptidases A
carboxypeptidase b levels	D043424	Carboxypeptidase B
carcinoembryonic antigenrelated cell adhesion molecule 8 levels	D042643	Vascular Endothelial Growth Factor D
carcinoid tumor	D002276	Carcinoid Tumor
cardiac dysrhythmias (time to event)	D001145	Arrhythmias, Cardiac
cardiac hypertrophy	D006332	Cardiomegaly
cardiac muscle measurement	D003935	Diagnostic Techniques, Cardiovascular
cardiac structure and function	D003935	Diagnostic Techniques, Cardiovascular
cardiac troponin-i levels	D006331	Heart Diseases
cardiac troponin-t levels	D006331	Heart Diseases
cardia gastric cancer	D013274	Stomach Neoplasms
cardio-cerebrovascular disease in diabetes mellitus	D000083242	Ischemic Stroke
cardio-cerebrovascular disease in dyslipidemia	D000083242	Ischemic Stroke
cardio-cerebrovascular disease in hypertension	D000083242	Ischemic Stroke
cardioembolic stroke (ccs and toast classification)	D000083262	Embolic Stroke
cardioembolic stroke (ccsc classification)	D000083262	Embolic Stroke
cardioembolic stroke (ccs or toast classification)	D000083262	Embolic Stroke
cardioembolic stroke (ccsp classification)	D000083262	Embolic Stroke
cardioembolic stroke (toast classification)	D000083262	Embolic Stroke
cardiometabolic and hematological traits	D004909	Erythrocyte Indices
cardiometabolic traits	D015992	Body Mass Index
cardiomyopathy	D009202	Cardiomyopathies
cardiomyopathy in childhood cancer survivors (anthracycline treatment interaction)	D009202	Cardiomyopathies
cardiomyopathy in childhood cancer survivors	D009202	Cardiomyopathies
cardiorespiratory fitness (800m run time)	D005080	Exercise Test
cardiotoxicity	D066126	Cardiotoxicity
cardiovascular death, myocardial infarction or stroke in response to clopidogrel treatment	D020521	Stroke
cardiovascular disease	D002318	Cardiovascular Diseases
cardiovascular disease in hypertension (ace inhibitor interaction)	D006973	Hypertension
cardiovascular disease in hypertension (beta blocker interaction)	D002318	Cardiovascular Diseases
cardiovascular disease in hypertension (calcium channel blocker interaction)	D006973	Hypertension
cardiovascular disease in hypertension (diuretic interaction)	D002318	Cardiovascular Diseases
cardiovascular disease in systemic lupus erythematosus	D002318	Cardiovascular Diseases
cardiovascular disease in testicular cancer treated with platinum-based chemotherapy	D002318	Cardiovascular Diseases
cardiovascular disease in type 2 diabetes	D002318	Cardiovascular Diseases
cardiovascular disease risk factors	D002318	Cardiovascular Diseases
cardiovascular event in rheumatoid arthritis	D001172	Arthritis, Rheumatoid
cardiovascular event reduction in the elderly at risk for vascular disease (statin therapy interaction)	D020127	Recovery of Function
cardiovascular heart disease in diabetics	D002318	Cardiovascular Diseases
cardiovascular risk factors (age interaction)	D055105	Waist Circumference
cardiovascular risk factors	D002318	Cardiovascular Diseases
carnitine levels	D002331	Carnitine
carotenoid and tocopherol levels	D001361	Avitaminosis
carotenoid levels (alpha-carotene)	D001361	Avitaminosis
carotenoid levels (beta-carotene)	D001361	Avitaminosis
carotenoid levels (cryptoxanthin)	D001361	Avitaminosis
carotenoid levels	D001361	Avitaminosis
carotenoid levels (lutein)	D001361	Avitaminosis
carotenoid levels (zeaxanthin)	D001361	Avitaminosis
carotid artery central pulse pressure	D002340	Carotid Artery Diseases
carotid artery circumferential wall stress	D002340	Carotid Artery Diseases
carotid artery external diameter	D002340	Carotid Artery Diseases
carotid artery internal diameter	D002340	Carotid Artery Diseases
carotid artery intima media thickness	D002340	Carotid Artery Diseases
carotid artery intima media thickness (sex interaction)	D002340	Carotid Artery Diseases
carotid artery mean blood pressure	D002340	Carotid Artery Diseases
carotid artery stenosis	D016893	Carotid Stenosis
carotid artery stiffness	D002340	Carotid Artery Diseases
carotid artery wall cross sectional area	D002340	Carotid Artery Diseases
carotid atherosclerosis in hiv infection	D015658	HIV Infections
carotid-femoral pulse wave velocity	D000080909	Carotid-Femoral Pulse Wave Velocity
carotid intima media thickness	D050197	Atherosclerosis
carotid intima media thickness in rheumatoid arthritis	D001172	Arthritis, Rheumatoid
carotid intima media thickness (maximum)	D002340	Carotid Artery Diseases
carotid intima media thickness (mean)	D002340	Carotid Artery Diseases
carotid intima media thickness (mean-maximum)	D002340	Carotid Artery Diseases
carotid intima media thickness x smoking interaction	D002340	Carotid Artery Diseases
carotid plaque burden	D016893	Carotid Stenosis
carotid plaque burden (smoking interaction)	D016893	Carotid Stenosis
carotid plaque	D002340	Carotid Artery Diseases
carotid plaque maximum area	D016893	Carotid Stenosis
carotid plaques in rheumatoid arthritis	D001172	Arthritis, Rheumatoid
carpal tunnel syndrome	D002349	Carpal Tunnel Syndrome
caspase-3 levels	D053148	Caspase 3
caspase 8 levels	D053181	Caspase 8
cataract	D002386	Cataract
cataracts	D002386	Cataract
cataracts in type 2 diabetes	D002386	Cataract
cataracts (operation)	D002386	Cataract
cataract (time to event)	D002386	Cataract
catechol o-methyltransferase levels	D002394	Catechol O-Methyltransferase
catechol o-methyltransferase measurement	D042643	Vascular Endothelial Growth Factor D
catechol sulfate levels	D015415	Biomarkers
cathepsin d levels	D002402	Cathepsin D
cathepsin l1 levels	D042643	Vascular Endothelial Growth Factor D
cathepsin o levels	D042643	Vascular Endothelial Growth Factor D
cathepsin z levels	D056663	Cathepsin Z
caudal anterior-cingulate cortex volume	D009461	Neurologic Manifestations
caudal middle frontal gyrus volume	D009461	Neurologic Manifestations
caudate activity during disappointment	D009461	Neurologic Manifestations
caudate activity during reward	D016739	Behavior, Addictive
caudate nucleus volume	D009461	Neurologic Manifestations
caudate volume in trauma-exposed individuals	D009461	Neurologic Manifestations
c_bacteroidia abundance	C000648548	Coprococcus comes
c_betaproteobacteria abundance	C000648548	Coprococcus comes
ccl11 levels	D009765	Obesity
ccl19 levels	D015415	Biomarkers
ccl24 levels	D015415	Biomarkers
ccl4 levels	D015415	Biomarkers
c_clostridia abundance	C000648548	Coprococcus comes
c-c motif chemokine 15 levels	D042643	Vascular Endothelial Growth Factor D
c-c motif chemokine 16 levels	D042643	Vascular Endothelial Growth Factor D
c-c motif chemokine 17 levels	D042643	Vascular Endothelial Growth Factor D
c-c motif chemokine 24 levels	D042643	Vascular Endothelial Growth Factor D
c-c motif chemokine 3 levels	D042643	Vascular Endothelial Growth Factor D
c-c motif chemokine 4 levels	D015415	Biomarkers
ccr2 on cd14- cd16-	D042643	Vascular Endothelial Growth Factor D
ccr2 on cd14+ cd16+ monocyte	D042643	Vascular Endothelial Growth Factor D
ccr2 on cd14+ cd16- monocyte	D042643	Vascular Endothelial Growth Factor D
ccr2 on cd14- cd16+ monocyte	D042643	Vascular Endothelial Growth Factor D
ccr2 on cd62l+ myeloid dendritic cell	D042643	Vascular Endothelial Growth Factor D
ccr2 on cd62l+ plasmacytoid dendritic cell	D042643	Vascular Endothelial Growth Factor D
ccr2 on granulocyte	D042643	Vascular Endothelial Growth Factor D
ccr2 on monocyte	D042643	Vascular Endothelial Growth Factor D
ccr2 on myeloid dendritic cell	D042643	Vascular Endothelial Growth Factor D
ccr2 on plasmacytoid dendritic cell	D042643	Vascular Endothelial Growth Factor D
ccr7 on naive cd4+ t cell	D042643	Vascular Endothelial Growth Factor D
ccr7 on naive cd8+ t cell	D042643	Vascular Endothelial Growth Factor D
cd11b on basophil	D042643	Vascular Endothelial Growth Factor D
cd11b on cd14+ monocyte	D042643	Vascular Endothelial Growth Factor D
cd11b on cd33dim hla dr-	D042643	Vascular Endothelial Growth Factor D
cd11b on cd33+ hla dr+ cd14dim	D042643	Vascular Endothelial Growth Factor D
cd11b on cd66b++ myeloid cell	D042643	Vascular Endothelial Growth Factor D
cd11b on granulocytic myeloid-derived suppressor cells	D042643	Vascular Endothelial Growth Factor D
cd11b on monocytic myeloid-derived suppressor cells	D042643	Vascular Endothelial Growth Factor D
cd11c+ cd62l- monocyte absolute count	D042643	Vascular Endothelial Growth Factor D
cd11c+ cd62l- monocyte %monocyte	D042643	Vascular Endothelial Growth Factor D
cd11c+ hla dr++ monocyte absolute count	D042643	Vascular Endothelial Growth Factor D
cd11c+ hla dr++ monocyte %monocyte	D042643	Vascular Endothelial Growth Factor D
cd11c+ monocyte absolute count	D042643	Vascular Endothelial Growth Factor D
cd11c+ monocyte %monocyte	D042643	Vascular Endothelial Growth Factor D
cd11c on cd62l+ myeloid dendritic cell	D042643	Vascular Endothelial Growth Factor D
cd11c on granulocyte	D042643	Vascular Endothelial Growth Factor D
cd11c on monocyte	D042643	Vascular Endothelial Growth Factor D
cd11c on myeloid dendritic cell	D042643	Vascular Endothelial Growth Factor D
cd123 on cd62l+ plasmacytoid dendritic cell	D042643	Vascular Endothelial Growth Factor D
cd123 on plasmacytoid dendritic cell	D042643	Vascular Endothelial Growth Factor D
cd127- cd8+ t cell absolute count	D042643	Vascular Endothelial Growth Factor D
cd127- cd8+ t cell %cd8+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127- cd8+ t cell %t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd28+ cd45ra+ cd8+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd28+ cd45ra- cd8+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd28+ cd4-cd8- t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd28+ cd4+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd28- cd8+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd45ra- cd4 not regulatory t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd45ra+ cd4+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd4+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on cd8+ t cell	D042643	Vascular Endothelial Growth Factor D
cd127 on granulocyte	D042643	Vascular Endothelial Growth Factor D
cd127 on t cell	D042643	Vascular Endothelial Growth Factor D
cd14- cd16- absolute count	D042643	Vascular Endothelial Growth Factor D
cd14+ cd16+ monocyte absolute count	D042643	Vascular Endothelial Growth Factor D
cd14+ cd16- monocyte absolute count	D042643	Vascular Endothelial Growth Factor D
cd14- cd16+ monocyte absolute count	D042643	Vascular Endothelial Growth Factor D
cd14+ cd16+ monocyte %monocyte	D042643	Vascular Endothelial Growth Factor D
cd14+ cd16- monocyte %monocyte	D042643	Vascular Endothelial Growth Factor D
cd14- cd16+ monocyte %monocyte	D042643	Vascular Endothelial Growth Factor D
cd14 on cd14+ cd16+ monocyte	D042643	Vascular Endothelial Growth Factor D
cd14 on cd14+ cd16- monocyte	D042643	Vascular Endothelial Growth Factor D
cd14 on cd33dim hla dr+ cd11b+	D042643	Vascular Endothelial Growth Factor D
cd14 on cd33+ hla dr+ cd14dim	D042643	Vascular Endothelial Growth Factor D
cd14 on monocytic myeloid-derived suppressor cells	D042643	Vascular Endothelial Growth Factor D
cd166 antigen levels	D042643	Vascular Endothelial Growth Factor D
cd16-cd56 on hla dr+ natural killer	D042643	Vascular Endothelial Growth Factor D
cd16-cd56 on natural killer	D042643	Vascular Endothelial Growth Factor D
